times,Level,Units
2011-06-30 18:45:00,42.973,ft
2011-06-30 19:15:00,42.987,ft
2011-06-30 19:45:00,42.952,ft
2011-06-30 20:15:00,42.981,ft
2011-06-30 20:45:00,43.017,ft
2011-06-30 21:15:00,42.998,ft
2011-06-30 21:45:00,43.063,ft
2011-06-30 22:15:00,43.035,ft
2011-06-30 22:45:00,43.006,ft
2011-06-30 23:15:00,43.077,ft
2011-06-30 23:45:00,43.099,ft
2011-07-01 00:15:00,43.08,ft
2011-07-01 00:45:00,43.091,ft
2011-07-01 01:15:00,43.064,ft
2011-07-01 01:45:00,43.054,ft
2011-07-01 02:15:00,43.088,ft
2011-07-01 02:45:00,43.058,ft
2011-07-01 03:15:00,42.989,ft
2011-07-01 03:45:00,43.011,ft
2011-07-01 04:15:00,43.019,ft
2011-07-01 04:45:00,43.021,ft
2011-07-01 05:15:00,43.033,ft
2011-07-01 05:45:00,43.017,ft
2011-07-01 06:15:00,42.985,ft
2011-07-01 06:45:00,42.995,ft
2011-07-01 07:15:00,42.993,ft
2011-07-01 07:45:00,43.011,ft
2011-07-01 08:15:00,43.022,ft
2011-07-01 08:45:00,43.09,ft
2011-07-01 09:15:00,42.999,ft
2011-07-01 09:45:00,43.005,ft
2011-07-01 10:15:00,43.134,ft
2011-07-01 10:45:00,43.026,ft
2011-07-01 11:15:00,43.055,ft
2011-07-01 11:45:00,43.096,ft
2011-07-01 12:15:00,43.075,ft
2011-07-01 12:45:00,43.056,ft
2011-07-01 13:15:00,43.078,ft
2011-07-01 13:45:00,43.027,ft
2011-07-01 14:15:00,42.963,ft
2011-07-01 14:45:00,42.892,ft
2011-07-01 15:15:00,42.996,ft
2011-07-01 15:45:00,42.914,ft
2011-07-01 16:15:00,42.906,ft
2011-07-01 16:45:00,42.935,ft
2011-07-01 17:15:00,42.859,ft
2011-07-01 17:45:00,42.818,ft
2011-07-01 18:15:00,42.864,ft
2011-07-01 18:45:00,42.852,ft
2011-07-01 19:15:00,42.772,ft
2011-07-01 19:45:00,42.826,ft
2011-07-01 20:15:00,42.859,ft
2011-07-01 20:45:00,42.909,ft
2011-07-01 21:15:00,42.989,ft
2011-07-01 21:45:00,42.881,ft
2011-07-01 22:15:00,42.945,ft
2011-07-01 22:45:00,43.021,ft
2011-07-01 23:15:00,42.962,ft
2011-07-01 23:45:00,42.986,ft
2011-07-02 00:15:00,42.925,ft
2011-07-02 00:45:00,43.007,ft
2011-07-02 01:15:00,43.059,ft
2011-07-02 01:45:00,43.111,ft
2011-07-02 02:15:00,43.123,ft
2011-07-02 02:45:00,43.062,ft
2011-07-02 03:15:00,43.065,ft
2011-07-02 03:45:00,43.085,ft
2011-07-02 04:15:00,43.063,ft
2011-07-02 05:15:00,43.068,ft
2011-07-02 05:45:00,43.037,ft
2011-07-02 06:15:00,42.937,ft
2011-07-02 06:45:00,43.03,ft
2011-07-02 07:15:00,43.047,ft
2011-07-02 07:45:00,42.898,ft
2011-07-02 08:15:00,42.682,ft
2011-07-02 08:45:00,42.986,ft
2011-07-02 09:15:00,42.985,ft
2011-07-02 09:45:00,42.922,ft
2011-07-02 10:15:00,43.083,ft
2011-07-02 10:45:00,42.986,ft
2011-07-02 11:15:00,42.979,ft
2011-07-02 11:45:00,43.022,ft
2011-07-02 12:15:00,43.043,ft
2011-07-02 12:45:00,42.816,ft
2011-07-02 13:15:00,43.053,ft
2011-07-02 13:45:00,42.935,ft
2011-07-02 14:15:00,42.889,ft
2011-07-02 14:45:00,42.908,ft
2011-07-02 15:15:00,42.835,ft
2011-07-02 15:45:00,42.713,ft
2011-07-02 16:15:00,42.941,ft
2011-07-02 16:45:00,42.856,ft
2011-07-02 17:15:00,42.873,ft
2011-07-02 17:45:00,42.884,ft
2011-07-02 18:15:00,43.19,ft
2011-07-02 18:45:00,43.066,ft
2011-07-02 19:15:00,42.74,ft
2011-07-02 19:45:00,42.837,ft
2011-07-02 20:15:00,42.678,ft
2011-07-02 20:45:00,43.299,ft
2011-07-02 21:15:00,43.041,ft
2011-07-02 21:45:00,43.054,ft
2011-07-02 22:15:00,43.223,ft
2011-07-02 22:45:00,43.283,ft
2011-07-02 23:15:00,42.722,ft
2011-07-02 23:45:00,43.69,ft
2011-07-03 00:15:00,43.118,ft
2011-07-03 00:45:00,43.009,ft
2011-07-03 01:15:00,43.003,ft
2011-07-03 01:45:00,43.101,ft
2011-07-03 02:15:00,43.162,ft
2011-07-03 02:45:00,43.016,ft
2011-07-03 03:15:00,42.953,ft
2011-07-03 03:45:00,43.071,ft
2011-07-03 04:45:00,43.235,ft
2011-07-03 05:15:00,42.738,ft
2011-07-03 05:45:00,42.863,ft
2011-07-03 06:15:00,42.914,ft
2011-07-03 06:45:00,42.773,ft
2011-07-03 07:15:00,42.703,ft
2011-07-03 07:45:00,42.694,ft
2011-07-03 08:15:00,42.957,ft
2011-07-03 08:45:00,42.717,ft
2011-07-03 09:15:00,42.977,ft
2011-07-03 09:45:00,43.044,ft
2011-07-03 10:15:00,42.598,ft
2011-07-03 10:45:00,42.895,ft
2011-07-03 11:15:00,43.216,ft
2011-07-03 11:45:00,42.961,ft
2011-07-03 12:15:00,42.957,ft
2011-07-03 12:45:00,43.069,ft
2011-07-03 13:15:00,42.917,ft
2011-07-03 13:45:00,42.905,ft
2011-07-03 14:15:00,43.262,ft
2011-07-03 14:45:00,42.961,ft
2011-07-03 15:15:00,43.092,ft
2011-07-03 15:45:00,43.183,ft
2011-07-03 16:15:00,42.996,ft
2011-07-03 16:45:00,42.964,ft
2011-07-03 17:15:00,42.947,ft
2011-07-03 17:45:00,42.717,ft
2011-07-03 18:15:00,42.856,ft
2011-07-03 18:45:00,42.864,ft
2011-07-03 19:15:00,42.72,ft
2011-07-03 19:45:00,42.812,ft
2011-07-03 20:15:00,42.85,ft
2011-07-03 20:45:00,42.674,ft
2011-07-03 21:15:00,42.654,ft
2011-07-03 21:45:00,42.917,ft
2011-07-03 22:15:00,42.698,ft
2011-07-03 22:45:00,42.733,ft
2011-07-03 23:15:00,42.872,ft
2011-07-03 23:45:00,42.814,ft
2011-07-04 00:15:00,42.859,ft
2011-07-04 00:45:00,42.963,ft
2011-07-04 01:15:00,42.776,ft
2011-07-04 01:45:00,42.89,ft
2011-07-04 02:15:00,42.931,ft
2011-07-04 02:45:00,43.002,ft
2011-07-04 03:15:00,42.861,ft
2011-07-04 03:45:00,43.118,ft
2011-07-04 04:15:00,43.03,ft
2011-07-04 04:45:00,42.889,ft
2011-07-04 05:15:00,42.943,ft
2011-07-04 05:45:00,43.008,ft
2011-07-04 06:15:00,42.849,ft
2011-07-04 06:45:00,42.99,ft
2011-07-04 07:15:00,42.812,ft
2011-07-04 07:45:00,42.98,ft
2011-07-04 08:15:00,42.868,ft
2011-07-04 08:45:00,42.951,ft
2011-07-04 09:15:00,42.903,ft
2011-07-04 09:45:00,42.813,ft
2011-07-04 10:15:00,42.874,ft
2011-07-04 10:45:00,42.778,ft
2011-07-04 11:15:00,42.812,ft
2011-07-04 11:45:00,42.855,ft
2011-07-04 12:15:00,42.744,ft
2011-07-04 12:45:00,42.848,ft
2011-07-04 13:15:00,42.81,ft
2011-07-04 13:45:00,42.809,ft
2011-07-04 14:15:00,42.803,ft
2011-07-04 14:45:00,42.77,ft
2011-07-04 15:15:00,42.89,ft
2011-07-04 15:45:00,42.91,ft
2011-07-04 16:15:00,42.911,ft
2011-07-04 16:45:00,42.959,ft
2011-07-04 17:15:00,42.929,ft
2011-07-04 17:45:00,42.946,ft
2011-07-04 18:15:00,42.9,ft
2011-07-04 18:45:00,42.96,ft
2011-07-04 19:15:00,43.03,ft
2011-07-04 19:45:00,42.968,ft
2011-07-04 20:15:00,43.071,ft
2011-07-04 20:45:00,42.969,ft
2011-07-04 21:15:00,43.0,ft
2011-07-04 21:45:00,42.98,ft
2011-07-04 22:15:00,42.882,ft
2011-07-04 22:45:00,42.976,ft
2011-07-04 23:15:00,42.967,ft
2011-07-04 23:45:00,42.886,ft
2011-07-05 00:15:00,42.965,ft
2011-07-05 00:45:00,42.847,ft
2011-07-05 01:15:00,42.928,ft
2011-07-05 01:45:00,42.882,ft
2011-07-05 02:15:00,42.939,ft
2011-07-05 02:45:00,42.851,ft
2011-07-05 03:15:00,42.771,ft
2011-07-05 03:45:00,43.003,ft
2011-07-05 04:15:00,42.925,ft
2011-07-05 04:45:00,42.903,ft
2011-07-05 05:15:00,42.97,ft
2011-07-05 05:45:00,42.951,ft
2011-07-05 06:15:00,42.899,ft
2011-07-05 06:45:00,42.974,ft
2011-07-05 07:15:00,43.034,ft
2011-07-05 07:45:00,43.003,ft
2011-07-05 08:15:00,43.017,ft
2011-07-05 08:45:00,43.091,ft
2011-07-05 09:15:00,43.058,ft
2011-07-05 09:45:00,43.076,ft
2011-07-05 10:15:00,43.078,ft
2011-07-05 10:45:00,43.004,ft
2011-07-05 11:15:00,43.062,ft
2011-07-05 11:45:00,43.084,ft
2011-07-05 12:15:00,43.018,ft
2011-07-05 12:45:00,43.048,ft
2011-07-05 13:15:00,42.98,ft
2011-07-05 13:45:00,42.953,ft
2011-07-05 14:15:00,42.887,ft
2011-07-05 14:45:00,42.924,ft
2011-07-05 15:15:00,42.886,ft
2011-07-05 15:45:00,42.79,ft
2011-07-05 16:15:00,42.868,ft
2011-07-05 16:45:00,42.805,ft
2011-07-05 17:15:00,42.751,ft
2011-07-05 17:45:00,42.808,ft
2011-07-05 18:15:00,42.733,ft
2011-07-05 18:45:00,42.797,ft
2011-07-05 19:15:00,42.807,ft
2011-07-05 19:45:00,42.806,ft
2011-07-05 20:15:00,42.765,ft
2011-07-05 20:45:00,42.834,ft
2011-07-05 21:15:00,42.942,ft
2011-07-05 21:45:00,42.831,ft
2011-07-05 22:15:00,42.921,ft
2011-07-05 22:45:00,42.827,ft
2011-07-05 23:15:00,42.904,ft
2011-07-05 23:45:00,42.883,ft
2011-07-06 00:15:00,42.943,ft
2011-07-06 00:45:00,43.003,ft
2011-07-06 01:15:00,42.983,ft
2011-07-06 01:45:00,43.058,ft
2011-07-06 02:15:00,43.014,ft
2011-07-06 02:45:00,42.965,ft
2011-07-06 03:15:00,43.016,ft
2011-07-06 03:45:00,43.025,ft
2011-07-06 04:15:00,42.883,ft
2011-07-06 04:45:00,42.94,ft
2011-07-06 05:15:00,42.955,ft
2011-07-06 05:45:00,42.834,ft
2011-07-06 06:15:00,42.835,ft
2011-07-06 06:45:00,42.838,ft
2011-07-06 07:15:00,42.701,ft
2011-07-06 07:45:00,42.895,ft
2011-07-06 08:15:00,42.884,ft
2011-07-06 08:45:00,42.833,ft
2011-07-06 09:15:00,42.782,ft
2011-07-06 09:45:00,42.879,ft
2011-07-06 10:15:00,42.805,ft
2011-07-06 10:45:00,42.8,ft
2011-07-06 11:15:00,42.899,ft
2011-07-06 11:45:00,42.921,ft
2011-07-06 12:15:00,42.892,ft
2011-07-06 12:45:00,42.992,ft
2011-07-06 13:15:00,42.962,ft
2011-07-06 13:45:00,42.911,ft
2011-07-06 14:15:00,42.923,ft
2011-07-06 14:45:00,42.927,ft
2011-07-06 15:15:00,42.913,ft
2011-07-06 15:45:00,42.972,ft
2011-07-06 16:15:00,42.974,ft
2011-07-06 16:45:00,43.053,ft
2011-07-06 17:15:00,42.875,ft
2011-07-06 17:45:00,42.829,ft
2011-07-06 18:15:00,42.863,ft
2011-07-06 18:45:00,42.824,ft
2011-07-06 19:15:00,42.822,ft
2011-07-06 19:45:00,42.788,ft
2011-07-06 20:15:00,42.855,ft
2011-07-06 20:45:00,42.778,ft
2011-07-06 21:15:00,42.7,ft
2011-07-06 21:45:00,42.724,ft
2011-07-06 22:15:00,42.809,ft
2011-07-06 22:45:00,42.719,ft
2011-07-06 23:15:00,42.763,ft
2011-07-06 23:45:00,42.811,ft
2011-07-07 00:15:00,42.786,ft
2011-07-07 00:45:00,42.825,ft
2011-07-07 01:15:00,42.882,ft
2011-07-07 01:45:00,42.9,ft
2011-07-07 02:15:00,42.898,ft
2011-07-07 02:45:00,42.987,ft
2011-07-07 03:15:00,42.894,ft
2011-07-07 03:45:00,42.917,ft
2011-07-07 04:15:00,42.983,ft
2011-07-07 04:45:00,42.968,ft
2011-07-07 05:15:00,42.956,ft
2011-07-07 05:45:00,42.909,ft
2011-07-07 06:15:00,42.876,ft
2011-07-07 06:45:00,42.898,ft
2011-07-07 07:15:00,42.85,ft
2011-07-07 07:45:00,42.914,ft
2011-07-07 08:15:00,42.809,ft
2011-07-07 08:45:00,42.842,ft
2011-07-07 09:15:00,42.816,ft
2011-07-07 09:45:00,42.83,ft
2011-07-07 10:15:00,42.803,ft
2011-07-07 10:45:00,42.813,ft
2011-07-07 11:15:00,42.811,ft
2011-07-07 11:45:00,42.829,ft
2011-07-07 12:15:00,42.796,ft
2011-07-07 12:45:00,42.828,ft
2011-07-07 13:15:00,42.833,ft
2011-07-07 13:45:00,42.89,ft
2011-07-07 14:15:00,42.857,ft
2011-07-07 14:45:00,42.815,ft
2011-07-07 15:15:00,42.828,ft
2011-07-07 15:45:00,42.852,ft
2011-07-07 16:15:00,42.815,ft
2011-07-07 16:45:00,42.803,ft
2011-07-07 17:15:00,42.796,ft
2011-07-07 17:45:00,42.791,ft
2011-07-07 18:15:00,42.74,ft
2011-07-07 18:45:00,42.78,ft
2011-07-07 19:15:00,42.768,ft
2011-07-07 19:45:00,42.778,ft
2011-07-07 20:15:00,42.781,ft
2011-07-07 20:45:00,42.773,ft
2011-07-07 21:15:00,42.745,ft
2011-07-07 21:45:00,42.722,ft
2011-07-07 22:15:00,42.729,ft
2011-07-07 22:45:00,42.735,ft
2011-07-07 23:15:00,42.707,ft
2011-07-07 23:45:00,42.689,ft
2011-07-08 00:15:00,42.723,ft
2011-07-08 00:45:00,42.791,ft
2011-07-08 01:15:00,42.901,ft
2011-07-08 01:45:00,42.591,ft
2011-07-08 02:15:00,42.577,ft
2011-07-08 02:45:00,42.616,ft
2011-07-08 03:15:00,42.501,ft
2011-07-08 03:45:00,42.611,ft
2011-07-08 04:15:00,42.812,ft
2011-07-08 04:45:00,42.892,ft
2011-07-08 05:15:00,42.544,ft
2011-07-08 05:45:00,42.711,ft
2011-07-08 06:15:00,42.766,ft
2011-07-08 06:45:00,42.801,ft
2011-07-08 07:15:00,42.839,ft
2011-07-08 07:45:00,42.607,ft
2011-07-08 08:15:00,42.607,ft
2011-07-08 08:45:00,42.849,ft
2011-07-08 09:15:00,42.758,ft
2011-07-08 09:45:00,42.661,ft
2011-07-08 10:15:00,42.713,ft
2011-07-08 10:45:00,42.711,ft
2011-07-08 11:15:00,42.779,ft
2011-07-08 11:45:00,42.547,ft
2011-07-08 12:15:00,42.72,ft
2011-07-08 12:45:00,42.715,ft
2011-07-08 13:15:00,42.644,ft
2011-07-08 13:45:00,42.641,ft
2011-07-08 14:15:00,42.708,ft
2011-07-08 14:45:00,42.637,ft
2011-07-08 15:15:00,42.616,ft
2011-07-08 15:45:00,42.687,ft
2011-07-08 16:15:00,42.793,ft
2011-07-08 16:45:00,42.738,ft
2011-07-08 17:15:00,42.656,ft
2011-07-08 17:45:00,42.753,ft
2011-07-08 18:15:00,42.879,ft
2011-07-08 18:45:00,42.773,ft
2011-07-08 19:15:00,42.859,ft
2011-07-08 19:45:00,42.846,ft
2011-07-08 20:15:00,42.667,ft
2011-07-08 20:45:00,42.869,ft
2011-07-08 21:15:00,42.847,ft
2011-07-08 21:45:00,42.703,ft
2011-07-08 22:15:00,42.867,ft
2011-07-08 22:45:00,42.677,ft
2011-07-08 23:15:00,42.801,ft
2011-07-08 23:45:00,42.721,ft
2011-07-09 00:15:00,42.745,ft
2011-07-09 00:45:00,42.705,ft
2011-07-09 01:15:00,42.81,ft
2011-07-09 01:45:00,42.77,ft
2011-07-09 02:15:00,42.851,ft
2011-07-09 02:45:00,42.85,ft
2011-07-09 03:15:00,42.787,ft
2011-07-09 03:45:00,42.832,ft
2011-07-09 04:15:00,42.898,ft
2011-07-09 04:45:00,42.823,ft
2011-07-09 05:15:00,42.876,ft
2011-07-09 05:45:00,42.894,ft
2011-07-09 06:15:00,42.913,ft
2011-07-09 06:45:00,42.813,ft
2011-07-09 07:15:00,42.898,ft
2011-07-09 07:45:00,42.86,ft
2011-07-09 08:15:00,42.869,ft
2011-07-09 08:45:00,42.867,ft
2011-07-09 09:15:00,42.931,ft
2011-07-09 09:45:00,42.783,ft
2011-07-09 10:15:00,42.881,ft
2011-07-09 10:45:00,42.851,ft
2011-07-09 11:15:00,42.854,ft
2011-07-09 11:45:00,42.857,ft
2011-07-09 12:15:00,42.905,ft
2011-07-09 12:45:00,42.907,ft
2011-07-09 13:15:00,42.835,ft
2011-07-09 13:45:00,42.899,ft
2011-07-09 14:15:00,42.945,ft
2011-07-09 14:45:00,42.871,ft
2011-07-09 15:15:00,42.826,ft
2011-07-09 15:45:00,42.902,ft
2011-07-09 16:15:00,42.813,ft
2011-07-09 16:45:00,42.846,ft
2011-07-09 17:45:00,42.831,ft
2011-07-09 18:15:00,42.817,ft
2011-07-09 18:45:00,42.854,ft
2011-07-09 19:15:00,42.818,ft
2011-07-09 19:45:00,42.833,ft
2011-07-09 20:15:00,42.848,ft
2011-07-09 20:45:00,42.761,ft
2011-07-09 21:15:00,42.826,ft
2011-07-09 21:45:00,42.777,ft
2011-07-09 22:15:00,42.803,ft
2011-07-09 22:45:00,42.848,ft
2011-07-09 23:15:00,42.797,ft
2011-07-09 23:45:00,42.867,ft
2011-07-10 00:15:00,42.803,ft
2011-07-10 00:45:00,42.877,ft
2011-07-10 01:15:00,42.878,ft
2011-07-10 01:45:00,42.883,ft
2011-07-10 02:15:00,42.923,ft
2011-07-10 02:45:00,42.928,ft
2011-07-10 03:15:00,42.903,ft
2011-07-10 03:45:00,42.944,ft
2011-07-10 04:15:00,43.004,ft
2011-07-10 04:45:00,43.005,ft
2011-07-10 05:15:00,43.04,ft
2011-07-10 05:45:00,43.043,ft
2011-07-10 06:15:00,42.96,ft
2011-07-10 06:45:00,42.999,ft
2011-07-10 07:15:00,42.985,ft
2011-07-10 07:45:00,42.95,ft
2011-07-10 08:15:00,42.965,ft
2011-07-10 08:45:00,42.97,ft
2011-07-10 09:15:00,42.884,ft
2011-07-10 09:45:00,42.863,ft
2011-07-10 10:15:00,42.855,ft
2011-07-10 10:45:00,42.829,ft
2011-07-10 11:15:00,42.772,ft
2011-07-10 11:45:00,42.816,ft
2011-07-10 12:15:00,42.788,ft
2011-07-10 12:45:00,42.721,ft
2011-07-10 13:15:00,42.753,ft
2011-07-10 13:45:00,42.768,ft
2011-07-10 14:15:00,42.7,ft
2011-07-10 14:45:00,42.724,ft
2011-07-10 15:15:00,42.733,ft
2011-07-10 15:45:00,42.761,ft
2011-07-10 16:15:00,42.789,ft
2011-07-10 16:45:00,42.78,ft
2011-07-10 17:15:00,42.778,ft
2011-07-10 17:45:00,42.824,ft
2011-07-10 18:15:00,42.812,ft
2011-07-10 18:45:00,42.809,ft
2011-07-10 19:15:00,42.808,ft
2011-07-10 19:45:00,42.818,ft
2011-07-10 20:15:00,42.829,ft
2011-07-10 20:45:00,42.803,ft
2011-07-10 21:15:00,42.809,ft
2011-07-10 21:45:00,42.771,ft
2011-07-10 22:15:00,42.736,ft
2011-07-10 22:45:00,42.739,ft
2011-07-10 23:15:00,42.726,ft
2011-07-10 23:45:00,42.687,ft
2011-07-11 00:15:00,42.743,ft
2011-07-11 00:45:00,42.694,ft
2011-07-11 01:15:00,42.702,ft
2011-07-11 01:45:00,42.744,ft
2011-07-11 02:15:00,42.708,ft
2011-07-11 02:45:00,42.762,ft
2011-07-11 03:15:00,42.766,ft
2011-07-11 03:45:00,42.821,ft
2011-07-11 04:15:00,42.76,ft
2011-07-11 04:45:00,42.777,ft
2011-07-11 05:15:00,42.795,ft
2011-07-11 05:45:00,42.817,ft
2011-07-11 06:15:00,42.843,ft
2011-07-11 06:45:00,42.88,ft
2011-07-11 07:15:00,42.837,ft
2011-07-11 07:45:00,42.833,ft
2011-07-11 08:15:00,42.827,ft
2011-07-11 08:45:00,42.783,ft
2011-07-11 09:15:00,42.764,ft
2011-07-11 09:45:00,42.908,ft
2011-07-11 10:15:00,42.712,ft
2011-07-11 10:45:00,42.657,ft
2011-07-11 11:15:00,42.788,ft
2011-07-11 11:45:00,42.735,ft
2011-07-11 12:15:00,42.803,ft
2011-07-11 12:45:00,42.957,ft
2011-07-11 13:15:00,42.635,ft
2011-07-11 13:45:00,42.314,ft
2011-07-11 14:15:00,42.383,ft
2011-07-11 14:45:00,42.876,ft
2011-07-11 15:15:00,42.913,ft
2011-07-11 15:45:00,42.746,ft
2011-07-11 16:15:00,42.58,ft
2011-07-11 16:45:00,42.557,ft
2011-07-11 17:15:00,42.959,ft
2011-07-11 17:45:00,42.979,ft
2011-07-11 18:15:00,42.948,ft
2011-07-11 18:45:00,42.822,ft
2011-07-11 19:15:00,43.19,ft
2011-07-11 19:45:00,42.986,ft
2011-07-11 20:15:00,42.803,ft
2011-07-11 20:45:00,42.878,ft
2011-07-11 21:15:00,42.821,ft
2011-07-11 21:45:00,42.668,ft
2011-07-11 22:15:00,42.73,ft
2011-07-11 22:45:00,42.603,ft
2011-07-11 23:15:00,42.625,ft
2011-07-11 23:45:00,42.688,ft
2011-07-12 00:15:00,42.599,ft
2011-07-12 00:45:00,42.784,ft
2011-07-12 01:15:00,42.634,ft
2011-07-12 01:45:00,42.352,ft
2011-07-12 02:15:00,42.589,ft
2011-07-12 02:45:00,42.681,ft
2011-07-12 03:15:00,42.631,ft
2011-07-12 03:45:00,42.61,ft
2011-07-12 04:15:00,42.779,ft
2011-07-12 04:45:00,42.775,ft
2011-07-12 05:15:00,42.744,ft
2011-07-12 05:45:00,42.737,ft
2011-07-12 06:15:00,42.816,ft
2011-07-12 06:45:00,42.842,ft
2011-07-12 07:15:00,42.961,ft
2011-07-12 07:45:00,42.846,ft
2011-07-12 08:15:00,42.808,ft
2011-07-12 08:45:00,42.846,ft
2011-07-12 09:15:00,42.819,ft
2011-07-12 09:45:00,42.77,ft
2011-07-12 10:15:00,42.82,ft
2011-07-12 10:45:00,42.811,ft
2011-07-12 11:15:00,42.759,ft
2011-07-12 11:45:00,42.769,ft
2011-07-12 12:15:00,42.764,ft
2011-07-12 12:45:00,42.74,ft
2011-07-12 13:15:00,42.742,ft
2011-07-12 13:45:00,42.622,ft
2011-07-12 14:15:00,42.591,ft
2011-07-12 14:45:00,42.592,ft
2011-07-12 15:15:00,42.508,ft
2011-07-12 15:45:00,42.577,ft
2011-07-12 16:15:00,42.587,ft
2011-07-12 16:45:00,42.649,ft
2011-07-12 17:15:00,42.71,ft
2011-07-12 17:45:00,42.655,ft
2011-07-12 18:15:00,42.601,ft
2011-07-12 18:45:00,42.696,ft
2011-07-12 19:15:00,42.75,ft
2011-07-12 19:45:00,42.768,ft
2011-07-12 20:15:00,42.757,ft
2011-07-12 21:15:00,42.822,ft
2011-07-12 21:45:00,42.838,ft
2011-07-12 22:15:00,42.753,ft
2011-07-12 22:45:00,42.731,ft
2011-07-12 23:15:00,42.743,ft
2011-07-12 23:45:00,42.787,ft
2011-07-13 00:15:00,42.629,ft
2011-07-13 01:15:00,42.63,ft
2011-07-13 01:45:00,42.582,ft
2011-07-13 02:15:00,42.562,ft
2011-07-13 02:45:00,42.625,ft
2011-07-13 03:15:00,42.484,ft
2011-07-13 03:45:00,42.663,ft
2011-07-13 04:15:00,42.674,ft
2011-07-13 04:45:00,42.708,ft
2011-07-13 05:15:00,42.742,ft
2011-07-13 05:45:00,42.879,ft
2011-07-13 06:15:00,42.847,ft
2011-07-13 06:45:00,42.879,ft
2011-07-13 07:15:00,42.865,ft
2011-07-13 07:45:00,42.921,ft
2011-07-13 08:15:00,42.926,ft
2011-07-13 08:45:00,43.05,ft
2011-07-13 09:15:00,42.978,ft
2011-07-13 09:45:00,42.974,ft
2011-07-13 10:15:00,43.039,ft
2011-07-13 10:45:00,42.967,ft
2011-07-13 11:15:00,42.875,ft
2011-07-13 11:45:00,42.944,ft
2011-07-13 12:15:00,42.861,ft
2011-07-13 12:45:00,42.841,ft
2011-07-13 13:15:00,42.853,ft
2011-07-13 13:45:00,42.77,ft
2011-07-13 14:15:00,42.794,ft
2011-07-13 14:45:00,42.688,ft
2011-07-13 15:15:00,42.66,ft
2011-07-13 15:45:00,42.629,ft
2011-07-13 16:15:00,42.719,ft
2011-07-13 16:45:00,42.67,ft
2011-07-13 17:15:00,42.625,ft
2011-07-13 17:45:00,42.708,ft
2011-07-13 18:15:00,42.657,ft
2011-07-13 18:45:00,42.69,ft
2011-07-13 19:15:00,42.707,ft
2011-07-13 19:45:00,42.683,ft
2011-07-13 20:15:00,42.692,ft
2011-07-13 20:45:00,42.7,ft
2011-07-13 21:15:00,42.785,ft
2011-07-13 21:45:00,42.737,ft
2011-07-13 22:15:00,42.777,ft
2011-07-13 22:45:00,42.766,ft
2011-07-13 23:15:00,42.778,ft
2011-07-13 23:45:00,42.877,ft
2011-07-14 00:15:00,42.821,ft
2011-07-14 00:45:00,42.835,ft
2011-07-14 01:15:00,42.835,ft
2011-07-14 01:45:00,42.892,ft
2011-07-14 02:15:00,42.885,ft
2011-07-14 02:45:00,42.863,ft
2011-07-14 03:15:00,42.806,ft
2011-07-14 03:45:00,42.816,ft
2011-07-14 04:15:00,42.754,ft
2011-07-14 04:45:00,42.794,ft
2011-07-14 05:15:00,42.861,ft
2011-07-14 05:45:00,42.765,ft
2011-07-14 06:15:00,42.799,ft
2011-07-14 06:45:00,42.82,ft
2011-07-14 07:15:00,42.806,ft
2011-07-14 07:45:00,42.86,ft
2011-07-14 08:15:00,42.824,ft
2011-07-14 08:45:00,42.839,ft
2011-07-14 09:15:00,42.857,ft
2011-07-14 09:45:00,42.869,ft
2011-07-14 10:15:00,42.839,ft
2011-07-14 10:45:00,42.876,ft
2011-07-14 11:15:00,42.871,ft
2011-07-14 11:45:00,42.827,ft
2011-07-14 12:15:00,42.836,ft
2011-07-14 12:45:00,42.795,ft
2011-07-14 13:15:00,42.784,ft
2011-07-14 13:45:00,42.725,ft
2011-07-14 14:15:00,42.713,ft
2011-07-14 14:45:00,42.704,ft
2011-07-14 15:15:00,42.654,ft
2011-07-14 15:45:00,42.661,ft
2011-07-14 16:15:00,42.641,ft
2011-07-14 16:45:00,42.645,ft
2011-07-14 17:15:00,42.601,ft
2011-07-14 17:45:00,42.594,ft
2011-07-14 18:15:00,42.704,ft
2011-07-14 18:45:00,42.703,ft
2011-07-14 19:15:00,42.7,ft
2011-07-14 19:45:00,42.664,ft
2011-07-14 20:15:00,42.582,ft
2011-07-14 20:45:00,42.622,ft
2011-07-14 21:15:00,42.534,ft
2011-07-14 21:45:00,42.596,ft
2011-07-14 22:15:00,42.632,ft
2011-07-14 22:45:00,42.668,ft
2011-07-14 23:15:00,42.631,ft
2011-07-14 23:45:00,42.69,ft
2011-07-15 00:15:00,42.687,ft
2011-07-15 00:45:00,42.647,ft
2011-07-15 01:15:00,42.708,ft
2011-07-15 01:45:00,42.71,ft
2011-07-15 02:15:00,42.717,ft
2011-07-15 02:45:00,42.73,ft
2011-07-15 03:15:00,42.765,ft
2011-07-15 03:45:00,42.74,ft
2011-07-15 04:15:00,42.726,ft
2011-07-15 04:45:00,42.739,ft
2011-07-15 05:15:00,42.767,ft
2011-07-15 05:45:00,42.81,ft
2011-07-15 06:15:00,42.792,ft
2011-07-15 06:45:00,42.837,ft
2011-07-15 07:15:00,42.796,ft
2011-07-15 07:45:00,42.799,ft
2011-07-15 08:15:00,42.77,ft
2011-07-15 08:45:00,42.788,ft
2011-07-15 09:15:00,42.792,ft
2011-07-15 09:45:00,42.706,ft
2011-07-15 10:15:00,42.757,ft
